County,Year,Total,Felony Total,Drug Felony,Violent Felony,DWI Felony,Other Felony,Misdemeanor Total,Drug Misd,DWI Misd,Property Misd,Other Misd
New York,1979,65782,31966,5013,11004,30,15919,33816,4976,316,12820,15704
New York,1980,57305,28215,4608,9628,14,13965,29090,5505,256,9094,14235
New York,1981,67623,31891,6736,11279,64,13812,35732,6907,197,10099,18529
New York,1982,84964,35565,8551,12806,108,14100,49399,9729,407,18847,20416
New York,1983,93680,35962,9068,12838,112,13944,57718,13675,821,20427,22795
New York,1984,98742,39302,10997,13882,17,14406,59440,17879,1139,17917,22505
New York,1985,104970,37244,9093,13455,23,14673,67726,20550,1130,20615,25431
New York,1986,113268,41596,11712,14157,17,15710,71672,23891,1157,22140,24484
New York,1987,112120,40742,11922,14496,15,14309,71378,24026,916,23611,22825
New York,1988,110655,44938,15618,15053,39,14228,65717,22969,1195,19925,21628
New York,1989,105335,48294,18323,15824,33,14114,57041,19854,1148,17769,18270
New York,1990,104058,48549,18341,16352,30,13826,55509,14108,1355,24022,16024
New York,1991,102891,42970,14931,14965,35,13039,59921,11380,1248,30653,16640
New York,1992,96670,40413,14241,14064,99,12009,56257,10000,1446,28594,16217
New York,1993,96190,38550,13478,13432,88,11552,57640,11210,1349,28868,16213
New York,1994,111899,41562,15770,13437,45,12310,70337,17647,1332,35062,16296
New York,1995,113623,40303,16091,11494,100,12618,73320,22774,1117,33293,16136
New York,1996,108615,37778,14962,10523,205,12088,70837,21755,892,31535,16655
New York,1997,113668,36842,14474,10264,130,11974,76826,24003,777,35596,16450
New York,1998,111815,36258,15907,9255,183,10913,75557,29205,693,30319,15340
New York,1999,98059,33508,14770,7849,173,10716,64551,24997,593,24514,14447
New York,2000,99367,32085,13273,7636,189,10987,67282,28608,662,22265,15747
New York,2001,85865,28600,10733,6894,189,10784,57265,21684,570,19870,15141
New York,2002,83858,28683,11428,6648,148,10459,55175,21092,671,18124,15288
New York,2003,78750,25441,9189,5892,99,10261,53309,16746,851,20860,14852
New York,2004,83146,26415,9329,5795,131,11160,56731,16933,1044,22611,16143
New York,2005,78053,25304,7631,5648,130,11895,52749,14794,1187,20568,16200
New York,2006,80011,25452,7349,5577,173,12353,54559,15546,1451,21500,16062
New York,2007,88177,26186,7589,5578,209,12810,61991,17505,2215,24842,17429
New York,2008,86642,25123,7178,5271,148,12526,61519,16833,2149,26015,16522
New York,2009,87715,23984,6244,5180,162,12398,63731,17895,2045,27541,16250
New York,2010,87307,22040,5713,4784,137,11406,65267,17800,2017,29159,16291
New York,2011,86392,20173,4988,4854,94,10237,66219,18787,1712,29838,15882
New York,2012,85496,19840,4872,4516,111,10341,65656,17141,1862,30273,16380
New York,2013,83854,20486,5202,4268,120,10896,63368,14743,2180,30186,16259
New York,2014,81555,20154,4445,4274,122,11313,61401,14311,2012,29362,15716
New York,2015,74632,20147,4038,4664,103,11342,54485,11588,1536,26622,14739
Niagara,1970,1275,653,98,164,2,389,622,231,164,58,169
Niagara,1971,1674,840,183,173,6,478,834,161,223,226,224
Niagara,1972,2056,686,127,186,5,368,1370,173,189,491,517
Niagara,1973,2377,852,282,207,3,360,1525,261,366,463,435
Niagara,1974,2762,974,267,227,7,473,1788,224,450,552,562
Niagara,1975,3098,1061,249,244,15,553,2037,222,434,715,666
Niagara,1976,2799,1029,176,276,11,566,1770,170,357,700,543
Niagara,1977,2574,922,98,264,18,542,1652,114,300,671,567
Niagara,1978,2862,847,55,232,22,538,2015,60,565,732,658
Niagara,1979,3357,986,55,257,27,647,2371,66,605,861,839
Niagara,1980,3512,967,41,284,17,625,2545,68,698,934,845
Niagara,1981,3620,954,27,319,28,580,2666,69,730,935,932
Niagara,1982,3495,925,33,356,42,494,2570,68,728,898,876
Niagara,1983,3623,886,25,322,55,484,2737,62,851,1004,820
Niagara,1984,3683,885,25,296,32,532,2798,68,916,942,872
Niagara,1985,4004,918,40,331,30,517,3086,71,1136,1016,863
Niagara,1986,4322,1003,106,356,32,509,3319,89,1083,1080,1067
Niagara,1987,4289,968,127,342,39,460,3321,86,1015,1236,984
Niagara,1988,4077,934,74,321,47,492,3143,133,900,1095,1015
Niagara,1989,4553,1034,162,385,43,444,3519,235,934,1269,1081
Niagara,1990,4961,1095,139,398,66,492,3866,200,1020,1395,1251
Niagara,1991,4917,1039,120,403,47,469,3878,141,1018,1339,1380
Niagara,1992,4999,1139,144,390,77,528,3860,187,965,1330,1378
Niagara,1993,4712,1152,163,377,64,548,3560,143,848,1227,1342
Niagara,1994,5194,1225,224,399,60,542,3969,174,924,1285,1586
Niagara,1995,5369,1367,254,510,63,540,4002,148,862,1239,1753
Niagara,1996,6140,1604,243,561,79,721,4536,234,879,1418,2005
Niagara,1997,5712,1492,170,492,74,756,4220,179,656,1353,2032
Niagara,1998,5769,1493,185,515,80,713,4276,209,627,1320,2120
Niagara,1999,5886,1516,224,495,67,730,4370,207,736,1109,2318
Niagara,2000,5505,1312,161,458,51,642,4193,190,773,998,2232
Niagara,2001,5251,1381,171,450,66,694,3870,177,660,1036,1997
Niagara,2002,5166,1502,213,432,69,788,3664,136,676,958,1894
Niagara,2003,5408,1364,162,401,119,682,4044,207,776,1070,1991
Niagara,2004,5683,1634,191,483,120,840,4049,213,736,1059,2041
Niagara,2005,5979,1649,214,530,126,779,4330,320,907,1037,2066
Niagara,2006,6163,1784,325,505,143,811,4379,421,947,975,2036
Niagara,2007,5978,1718,265,436,160,857,4260,410,900,1020,1930
Niagara,2008,6332,1816,230,513,166,907,4516,518,982,1114,1902
Niagara,2009,6419,1828,252,552,166,858,4591,479,930,1099,2083
Niagara,2010,6228,1858,214,558,166,920,4370,475,835,1213,1847
Niagara,2011,5781,1700,222,473,120,885,4081,398,707,1164,1812
Niagara,2012,5543,1603,192,433,127,851,3940,363,668,1142,1767
Niagara,2013,5676,1742,270,468,113,891,3934,391,644,1246,1653
Niagara,2014,5177,1517,209,448,92,768,3660,356,579,1174,1551
Niagara,2015,4954,1465,217,402,98,748,3489,352,599,1173,1365
Oneida,1970,638,410,66,72,1,271,228,35,59,37,97
Oneida,1971,1238,515,77,94,5,339,723,149,114,198,262
Oneida,1972,1890,485,49,116,5,315,1405,95,237,530,543
Oneida,1973,1937,527,115,111,5,296,1410,170,198,521,521
Oneida,1974,1967,602,102,116,12,372,1365,190,160,533,482
Oneida,1975,2297,746,136,134,16,460,1551,134,221,521,675
Oneida,1976,2236,627,64,138,38,387,1609,115,315,556,623
Oneida,1977,2169,654,54,132,24,444,1515,53,282,597,583
Oneida,1978,2345,699,38,156,36,469,1646,41,461,588,556
Oneida,1979,2712,749,40,195,25,489,1963,39,530,723,671
Oneida,1980,3162,839,48,212,28,551,2323,43,661,824,795
Oneida,1981,2885,803,74,216,26,487,2082,68,557,745,712
Oneida,1982,3020,704,28,212,41,423,2316,77,647,822,770
Oneida,1983,3167,836,59,275,57,445,2331,64,658,795,814
Oneida,1984,3071,743,29,276,30,408,2328,58,713,791,766
Oneida,1985,3220,801,53,270,31,447,2419,52,845,753,769
Oneida,1986,3547,844,92,256,44,452,2703,67,819,951,866
Oneida,1987,3584,791,104,283,33,371,2793,66,825,1039,863
Oneida,1988,3827,884,153,289,24,418,2943,60,942,1048,893
Oneida,1989,4524,945,132,352,38,423,3579,110,1112,1121,1236
Oneida,1990,5095,982,154,300,40,488,4113,94,1213,1325,1481
Oneida,1991,5961,1202,245,349,51,557,4759,87,1520,1546,1606
Oneida,1992,5292,1147,201,394,52,500,4145,106,1316,1208,1515
Oneida,1993,4832,1018,200,325,38,455,3814,150,1137,1126,1401
Oneida,1994,4845,1118,223,329,45,521,3727,148,1115,1046,1418
Oneida,1995,4938,1270,297,359,50,564,3668,137,1038,1065,1428
Oneida,1996,5636,1088,187,364,23,514,4548,244,1020,1326,1958
Oneida,1997,5664,1140,193,322,18,607,4524,229,868,1305,2122
Oneida,1998,5580,1070,206,319,28,517,4510,228,870,1267,2145
Oneida,1999,5357,1019,231,293,46,449,4338,296,841,1276,1925
Oneida,2000,4620,1030,180,295,27,528,3590,181,792,1019,1598
Oneida,2001,5804,1157,212,317,19,609,4647,317,825,1393,2112
Oneida,2002,6021,1202,192,359,22,629,4819,281,886,1471,2181
Oneida,2003,5935,1161,176,319,54,612,4774,363,917,1479,2015
Oneida,2004,5956,1244,260,340,63,581,4712,443,908,1481,1880
Oneida,2005,5752,1217,237,284,63,633,4535,390,865,1421,1859
Oneida,2006,5672,1263,249,322,63,629,4409,486,924,1193,1806
Oneida,2007,5865,1410,288,295,61,766,4455,413,892,1422,1728
Oneida,2008,5925,1415,274,339,70,732,4510,365,954,1491,1700
Oneida,2009,6176,1347,244,318,63,722,4829,382,942,1745,1760
Oneida,2010,5734,1328,221,333,64,710,4406,450,794,1556,1606
Oneida,2011,5539,1237,244,309,61,623,4302,444,711,1531,1616
Oneida,2012,6020,1394,241,279,105,769,4626,637,634,1673,1682
Oneida,2013,5410,1266,204,281,78,703,4144,413,620,1531,1580
Oneida,2014,5427,1270,212,295,74,689,4157,418,600,1762,1377
Oneida,2015,5393,1248,267,258,81,642,4145,463,499,1753,1430
Onondaga,1970,1753,1213,233,320,2,658,540,192,2,113,233
Onondaga,1971,2945,1275,197,345,17,716,1670,304,201,576,589
Onondaga,1972,5543,1460,321,387,16,736,4083,447,728,1485,1423
Onondaga,1973,6025,1727,407,408,23,889,4298,474,799,1542,1483
Onondaga,1974,6919,1991,385,539,38,1029,4928,543,811,1972,1602
Onondaga,1975,7021,2052,325,618,45,1064,4969,491,681,2130,1667
Onondaga,1976,6731,2205,312,576,41,1276,4526,486,508,1938,1594
Onondaga,1977,6191,1989,178,539,45,1227,4202,237,621,1746,1598
Onondaga,1978,6042,2084,104,614,61,1305,3958,133,571,1691,1563
Onondaga,1979,6652,2194,115,707,118,1254,4458,167,603,1995,1693
Onondaga,1980,7246,2323,159,765,70,1329,4923,154,1068,2065,1636
Onondaga,1981,7342,2369,188,785,55,1341,4973,165,928,2168,1712
Onondaga,1982,8056,2605,255,1019,105,1226,5451,153,1131,2236,1931
Onondaga,1983,7741,2437,209,925,92,1211,5304,94,1298,2086,1826
Onondaga,1984,7811,2421,217,936,70,1198,5390,152,1367,1954,1917
Onondaga,1985,8163,2755,259,1068,58,1370,5408,124,1510,2024,1750
Onondaga,1986,8456,2730,242,1047,76,1365,5726,160,1426,2223,1917
Onondaga,1987,9566,3041,276,1295,138,1332,6525,274,1389,2663,2199
Onondaga,1988,11201,3581,578,1357,154,1492,7620,544,1657,2898,2521
Onondaga,1989,12154,3689,574,1432,167,1516,8465,684,1909,2996,2876
Onondaga,1990,13454,3933,589,1513,217,1614,9521,703,2200,3436,3182
Onondaga,1991,13791,3910,564,1469,222,1655,9881,650,2170,3763,3298
Onondaga,1992,13506,4124,834,1475,197,1618,9382,691,1992,3631,3068
Onondaga,1993,12734,3749,748,1342,182,1477,8985,780,1802,3271,3132
Onondaga,1994,12773,3945,885,1242,171,1647,8828,711,1565,3264,3288
Onondaga,1995,14402,4296,906,1419,173,1798,10106,743,1454,3638,4271
Onondaga,1996,14927,4561,863,1462,205,2031,10366,885,1653,3582,4246
Onondaga,1997,14055,4594,700,1525,194,2175,9461,761,1406,3422,3872
Onondaga,1998,14000,4555,851,1377,200,2127,9445,1033,1535,3203,3674
Onondaga,1999,13285,4354,615,1416,187,2136,8931,879,1444,3051,3557
Onondaga,2000,12836,4335,568,1240,162,2365,8501,738,1466,3066,3231
Onondaga,2001,12772,4414,580,1431,158,2245,8358,750,1315,3190,3103
Onondaga,2002,11833,4033,581,1193,132,2127,7800,679,1228,3010,2883
Onondaga,2003,10926,3662,461,1082,127,1992,7264,675,1303,2639,2647
Onondaga,2004,11321,3692,621,1058,155,1858,7629,705,1342,2793,2789
Onondaga,2005,11397,3836,605,1134,184,1913,7561,716,1515,2580,2750
Onondaga,2006,11727,4136,712,1162,167,2095,7591,784,1482,2653,2672
Onondaga,2007,11808,4034,669,1130,191,2044,7774,907,1523,2725,2619
Onondaga,2008,11801,3941,615,1133,207,1986,7860,910,1546,2828,2576
Onondaga,2009,11927,3812,507,1202,185,1918,8115,869,1741,2907,2598
Onondaga,2010,11316,3849,518,1107,228,1996,7467,905,1429,2749,2384
Onondaga,2011,11866,3966,497,1206,218,2045,7900,916,1442,2953,2589
Onondaga,2012,12056,4115,612,1097,231,2175,7941,1020,1411,3059,2451
Onondaga,2013,11720,3778,633,1048,166,1931,7942,967,1268,3311,2396
Onondaga,2014,11170,3645,547,986,120,1992,7525,1023,1089,3135,2278
Onondaga,2015,10591,3597,571,939,152,1935,6994,1133,916,2783,2162
Ontario,1970,208,107,13,11,1,82,101,31,5,22,43
Ontario,1971,336,121,21,15,2,83,215,37,51,54,73
Ontario,1972,774,152,55,22,2,73,622,75,147,193,207
Ontario,1973,1017,157,34,25,1,97,860,142,237,215,266
Ontario,1974,1102,229,58,24,4,143,873,131,220,266,256
Ontario,1975,1187,225,35,29,2,159,962,92,180,336,354
Ontario,1976,1204,221,42,31,14,134,983,88,196,326,373
Ontario,1977,1176,230,14,40,24,152,946,44,218,325,359
Ontario,1978,1196,251,24,46,20,161,945,21,234,321,369
Ontario,1979,1399,280,31,54,29,166,1119,24,265,425,405
Ontario,1980,1557,255,11,41,43,160,1302,26,340,432,504
Ontario,1981,1505,275,16,50,45,164,1230,28,380,395,427
Ontario,1982,1566,258,10,67,45,136,1308,20,446,420,422
Ontario,1983,1740,266,3,66,66,131,1474,20,464,461,529
Ontario,1984,1682,298,18,80,39,161,1384,15,448,426,495
Ontario,1985,1823,308,27,78,73,130,1515,28,530,406,551
Ontario,1986,2099,361,9,94,101,157,1738,33,623,515,567
Ontario,1987,2265,398,27,91,125,155,1867,35,674,555,603
Ontario,1988,2386,428,55,69,148,156,1958,47,662,596,653
Ontario,1989,2347,380,38,100,96,146,1967,47,647,614,659
Ontario,1990,2480,446,45,86,127,188,2034,37,580,654,763
Ontario,1991,2346,498,50,110,123,215,1848,35,465,603,745
Ontario,1992,2188,461,60,106,99,196,1727,29,389,612,697
Ontario,1993,2205,458,58,77,100,223,1747,29,353,586,779
Ontario,1994,2252,490,65,103,131,191,1762,35,471,500,756
Ontario,1995,2452,521,65,97,110,249,1931,50,474,532,875
Ontario,1996,2694,565,78,100,126,261,2129,68,458,610,993
Ontario,1997,2654,583,48,92,113,330,2071,81,429,650,911
Ontario,1998,2417,536,47,90,119,280,1881,76,418,558,829
Ontario,1999,2337,560,58,96,112,294,1777,87,391,530,769
Ontario,2000,2236,557,51,89,109,308,1679,99,367,504,709
Ontario,2001,2341,512,54,83,129,246,1829,118,357,549,805
Ontario,2002,2226,567,81,94,73,319,1659,99,292,501,767
Ontario,2003,2008,490,60,96,74,260,1518,56,293,465,704
Ontario,2004,1995,471,44,81,90,256,1524,61,300,499,664
Ontario,2005,2124,539,47,100,80,312,1585,72,335,506,672
Ontario,2006,2302,649,111,134,76,328,1653,101,327,488,737
Ontario,2007,2204,538,58,85,77,318,1666,94,322,536,714
Ontario,2008,2334,672,107,111,88,366,1662,130,366,523,643
Ontario,2009,2321,635,150,117,80,288,1686,117,315,587,667
Ontario,2010,2326,616,109,115,71,321,1710,107,376,570,657
Ontario,2011,2172,622,73,116,85,348,1550,75,289,589,597
Ontario,2012,2226,641,65,127,72,377,1585,69,340,571,605
Ontario,2013,2252,665,88,110,106,361,1587,103,389,565,530
Ontario,2014,1983,587,60,98,73,356,1396,98,368,508,422
Ontario,2015,1943,599,77,110,75,337,1344,108,361,433,442
Orange,1970,1639,790,247,145,8,390,849,372,47,122,308
Orange,1971,2233,880,191,202,15,472,1353,410,116,335,492
Orange,1972,2727,873,206,210,20,437,1854,321,293,574,666
Orange,1973,3240,842,166,201,28,447,2398,405,571,744,678
Orange,1974,4063,1039,236,203,53,547,3024,403,825,968,828
Orange,1975,4975,1358,354,297,58,649,3617,467,815,1175,1160
Orange,1976,5093,1367,185,380,68,734,3726,367,740,1267,1352
Orange,1977,4961,1354,117,332,82,823,3607,184,744,1365,1314
Orange,1978,5249,1481,75,419,101,886,3768,139,779,1336,1514
Orange,1979,5569,1467,63,403,120,881,4102,165,1001,1532,1404
Orange,1980,6174,1628,116,451,123,938,4546,221,1101,1689,1535
Orange,1981,6078,1449,67,425,134,823,4629,204,1197,1719,1509
Orange,1982,6185,1525,134,476,142,773,4660,318,1334,1422,1586
Orange,1983,6939,1761,191,557,190,823,5178,362,1829,1358,1629
Orange,1984,6413,1527,147,495,185,700,4886,301,1502,1426,1657
Orange,1985,6071,1601,168,507,176,750,4470,236,1150,1409,1675
Orange,1986,6974,1788,158,574,190,866,5186,340,1332,1603,1911
Orange,1987,7833,2019,355,597,178,889,5814,540,1472,1975,1827
Orange,1988,9226,2147,572,559,169,847,7079,1064,1435,2197,2383
Orange,1989,9598,2377,709,530,212,926,7221,901,1434,2327,2559
Orange,1990,9486,2273,526,625,203,919,7213,662,1539,2453,2559
Orange,1991,9230,2272,475,605,185,1007,6958,537,1486,2258,2677
Orange,1992,9422,2205,476,655,209,865,7217,662,1522,2321,2712
Orange,1993,9326,2196,455,631,214,896,7130,731,1420,2201,2778
Orange,1994,9283,2349,463,643,215,1028,6934,772,1319,2192,2651
Orange,1995,9413,2156,422,577,191,966,7257,737,1214,2462,2844
Orange,1996,9562,2378,561,616,193,1008,7184,694,1297,2238,2955
Orange,1997,9915,2485,563,633,228,1061,7430,768,1237,2439,2986
Orange,1998,9625,2445,570,586,222,1067,7180,753,1309,2365,2753
Orange,1999,9655,2324,497,508,215,1104,7331,705,1412,2508,2706
Orange,2000,9749,2477,492,597,246,1142,7272,700,1614,2202,2756
Orange,2001,9463,2508,464,594,228,1222,6955,694,1631,2196,2434
Orange,2002,9164,2555,518,572,190,1275,6609,700,1429,2035,2445
Orange,2003,9260,2486,495,560,197,1234,6774,730,1485,2103,2456
Orange,2004,9079,2420,567,544,167,1142,6659,820,1582,1969,2288
Orange,2005,9603,2625,622,543,211,1249,6978,1112,1501,1992,2373
Orange,2006,9863,2832,684,620,220,1308,7031,1174,1564,1975,2318
Orange,2007,9745,2733,565,584,235,1349,7012,999,1541,1958,2514
Orange,2008,9381,2542,499,602,226,1215,6839,994,1316,2203,2326
Orange,2009,10027,2462,463,629,196,1174,7565,1144,1289,2727,2405
Orange,2010,9903,2450,441,576,263,1170,7453,1151,1358,2632,2312
Orange,2011,9101,2331,367,587,200,1177,6770,944,1115,2520,2191
Orange,2012,8718,2249,395,583,161,1110,6469,1009,1028,2479,1953
Orange,2013,8678,2242,480,498,192,1072,6436,1213,1038,2256,1929
Orange,2014,8961,2366,535,511,202,1118,6595,1299,1213,2209,1874
Orange,2015,8932,2432,512,514,221,1185,6500,1340,1107,2088,1965
Orleans,1970,111,44,1,17,1,25,67,14,4,20,29
Orleans,1971,211,79,15,17,4,43,132,25,14,35,58
Orleans,1972,277,80,9,16,3,52,197,19,41,65,72
Orleans,1973,422,108,16,23,3,66,314,35,74,68,137
Orleans,1974,469,112,23,32,3,54,357,38,102,74,143
Orleans,1975,514,127,12,35,7,73,387,32,97,119,139
Orleans,1976,562,133,20,32,8,73,429,40,120,100,169
Orleans,1977,498,106,9,28,12,57,392,12,111,106,163
Orleans,1978,473,109,2,13,21,73,364,3,123,110,128
Orleans,1979,518,129,2,25,18,84,389,7,96,128,158
Orleans,1980,676,176,4,52,26,94,500,4,133,133,230
Orleans,1981,721,176,20,50,23,83,545,13,135,177,220
Orleans,1982,737,145,3,48,26,68,592,10,205,164,213
Orleans,1983,735,155,3,50,23,79,580,32,187,145,216
Orleans,1984,716,144,4,51,18,71,572,8,166,185,213
Orleans,1985,593,185,2,53,28,102,408,7,91,138,172
Orleans,1986,623,171,11,61,13,86,452,7,135,124,186
Orleans,1987,744,147,11,54,24,58,597,11,142,186,258
Orleans,1988,682,157,11,44,36,66,525,11,162,149,203
Orleans,1989,777,187,19,41,44,83,590,4,204,147,235
Orleans,1990,1012,235,23,57,46,109,777,17,284,195,281
Orleans,1991,1025,241,22,70,61,88,784,18,250,226,290
Orleans,1992,916,243,28,57,47,111,673,16,179,216,262
Orleans,1993,968,224,32,45,41,106,744,18,224,207,295
Orleans,1994,914,236,49,64,50,73,678,8,214,190,266
Orleans,1995,859,198,20,51,36,91,661,20,179,181,281
Orleans,1996,922,247,20,71,40,116,675,11,192,183,289
Orleans,1997,920,243,43,55,40,105,677,12,209,196,260
Orleans,1998,919,234,39,68,38,89,685,24,224,146,291
Orleans,1999,831,212,23,47,54,88,619,30,205,164,220
Orleans,2000,755,188,33,38,26,91,567,23,173,131,240
Orleans,2001,692,205,53,35,31,86,487,29,96,137,225
Orleans,2002,763,221,26,48,34,113,542,8,137,114,283
Orleans,2003,763,253,51,55,26,121,510,31,128,112,239
Orleans,2004,818,258,29,60,23,146,560,18,109,118,315
Orleans,2005,853,239,59,45,22,113,614,45,160,115,294
Orleans,2006,939,296,57,70,34,135,643,43,154,145,301
Orleans,2007,846,267,77,56,30,104,579,44,120,129,286
Orleans,2008,809,241,50,58,15,118,568,40,134,122,272
Orleans,2009,877,302,59,66,28,149,575,33,123,170,249
Orleans,2010,930,336,81,72,42,141,594,40,152,170,232
Orleans,2011,858,249,47,65,22,115,609,43,107,214,245
Orleans,2012,905,281,53,47,30,151,624,28,130,205,261
Orleans,2013,848,279,41,63,27,148,569,44,129,160,236
Orleans,2014,694,235,64,57,17,97,459,25,82,160,192
Orleans,2015,752,254,40,43,20,151,498,46,101,156,195
Oswego,1970,134,97,10,8,1,78,37,11,1,14,11
Oswego,1971,371,142,31,19,4,88,229,45,36,92,56
Oswego,1972,699,152,17,16,8,111,547,71,113,202,161
Oswego,1973,740,179,46,29,6,98,561,86,128,228,119
Oswego,1974,963,236,46,39,5,146,727,111,145,272,199
Oswego,1975,1126,252,22,41,9,180,874,150,130,352,242
Oswego,1976,1081,253,61,50,6,136,828,130,136,348,214
Oswego,1977,1033,235,28,57,8,142,798,59,204,311,224
Oswego,1978,1518,291,15,58,17,201,1227,46,413,443,325
Oswego,1979,1620,261,19,62,11,169,1359,31,420,538,370
Oswego,1980,1558,251,19,57,21,154,1307,23,345,564,375
Oswego,1981,1566,282,16,65,15,186,1284,22,358,524,380
Oswego,1982,1651,302,15,87,30,170,1349,24,470,474,381
Oswego,1983,1744,340,33,98,35,174,1404,30,453,491,430
Oswego,1984,1925,311,18,98,13,182,1614,25,675,493,421
Oswego,1985,1851,400,22,107,24,247,1451,15,556,472,408
Oswego,1986,2065,410,36,112,19,243,1655,49,587,539,480
Oswego,1987,1850,341,23,87,13,218,1509,24,473,575,437
Oswego,1988,2171,434,14,124,27,269,1737,23,634,565,515
Oswego,1989,2357,429,34,105,34,256,1928,34,677,618,599
Oswego,1990,2560,561,52,124,46,339,1999,31,696,643,629
Oswego,1991,2396,540,24,144,37,335,1856,26,633,579,618
Oswego,1992,2568,594,51,151,49,343,1974,22,625,585,742
Oswego,1993,2476,521,27,167,60,267,1955,27,640,550,738
Oswego,1994,2489,597,22,156,76,343,1892,20,609,544,719
Oswego,1995,2438,537,30,143,55,309,1901,28,477,575,821
Oswego,1996,2512,520,37,150,53,280,1992,35,510,542,905
Oswego,1997,2440,527,52,147,46,282,1913,38,409,564,902
Oswego,1998,2615,626,42,168,64,352,1989,22,479,558,930
Oswego,1999,2425,585,47,158,60,320,1840,34,426,472,908
Oswego,2000,2363,608,52,147,59,350,1755,25,401,465,864
Oswego,2001,2591,688,60,166,76,386,1903,30,439,556,878
Oswego,2002,2506,612,49,160,81,322,1894,41,470,515,868
Oswego,2003,2391,624,52,152,73,347,1767,43,463,446,815
Oswego,2004,2572,754,46,166,89,453,1818,65,538,477,738
Oswego,2005,2692,701,42,193,77,389,1991,55,500,624,812
Oswego,2006,2541,719,72,152,81,414,1822,57,501,465,799
Oswego,2007,2424,695,63,167,71,394,1729,72,454,503,700
Oswego,2008,2947,803,99,163,83,458,2144,105,610,621,808
Oswego,2009,3005,768,85,168,86,429,2237,94,619,685,839
Oswego,2010,2894,767,53,183,90,441,2127,104,467,686,870
Oswego,2011,3180,893,94,208,91,500,2287,187,472,728,900
Oswego,2012,3214,1010,102,215,48,645,2204,171,350,804,879
Oswego,2013,3027,935,150,159,57,569,2092,176,350,791,775
Oswego,2014,2774,812,122,149,53,488,1962,186,370,707,699
Oswego,2015,2845,843,156,196,50,441,2002,196,366,750,690
Otsego,1970,98,72,10,14,0,48,26,6,0,4,16
Otsego,1971,219,107,30,16,5,56,112,13,42,20,37
Otsego,1972,435,107,26,15,3,63,328,32,99,82,115
Otsego,1973,465,119,45,17,6,51,346,56,107,92,91
Otsego,1974,600,148,46,16,3,83,452,83,116,138,115
Otsego,1975,664,138,25,19,5,89,526,67,100,247,112
Otsego,1976,707,119,32,15,5,67,588,78,81,276,153
Otsego,1977,601,109,9,10,8,82,492,37,76,267,112
Otsego,1978,656,105,7,17,8,73,551,4,99,291,157
Otsego,1979,866,126,7,17,13,89,740,15,190,348,187
Otsego,1980,919,171,9,48,12,102,748,14,228,300,206
Otsego,1981,1069,199,16,36,12,135,870,14,356,309,191
Otsego,1982,980,152,12,34,15,91,828,15,348,261,204
Otsego,1983,920,158,6,31,21,100,762,11,291,248,212
Otsego,1984,1168,192,20,39,20,113,976,19,417,265,275
Otsego,1985,1386,219,6,70,30,113,1167,39,481,377,270
Otsego,1986,1284,209,18,31,32,128,1075,12,407,357,299
Otsego,1987,1416,206,7,57,27,115,1210,14,432,443,321
Otsego,1988,1539,200,12,47,30,111,1339,27,493,444,375
Otsego,1989,1591,259,19,67,32,141,1332,14,487,400,431
Otsego,1990,1608,254,22,64,34,134,1354,28,607,332,387
Otsego,1991,1417,244,10,61,22,151,1173,14,467,290,402
Otsego,1992,1509,256,13,68,22,153,1253,7,448,363,435
Otsego,1993,1440,286,5,89,27,165,1154,14,320,331,489
Otsego,1994,1400,267,13,56,35,163,1133,14,329,309,481
Otsego,1995,1458,232,18,58,27,129,1226,24,280,353,569
Otsego,1996,1735,374,35,81,35,223,1361,32,368,383,578
Otsego,1997,1600,316,23,74,33,186,1284,27,337,349,571
Otsego,1998,1403,268,16,54,42,156,1135,23,382,272,458
Otsego,1999,1459,280,7,66,30,177,1179,29,357,281,512
Otsego,2000,1453,333,12,86,29,206,1120,16,323,289,492
Otsego,2001,1283,313,10,87,30,186,970,27,286,214,443
Otsego,2002,1310,299,34,71,35,159,1011,41,291,285,394
Otsego,2003,1408,329,34,57,36,202,1079,50,354,272,403
Otsego,2004,1341,314,42,70,31,171,1027,43,372,235,377
Otsego,2005,1228,315,39,64,48,164,913,37,296,232,348
Otsego,2006,1396,425,45,91,39,250,971,56,312,192,411
Otsego,2007,1353,430,49,81,46,254,923,37,301,197,388
Otsego,2008,1419,447,64,81,54,248,972,49,299,283,341
Otsego,2009,1542,429,57,94,53,225,1113,83,372,300,358
Otsego,2010,1680,465,74,83,67,241,1215,89,358,321,447
Otsego,2011,1546,427,76,83,44,224,1119,91,291,335,402
Otsego,2012,1624,428,81,79,40,228,1196,99,283,372,442
Otsego,2013,1339,403,72,85,36,210,936,70,218,304,344
Otsego,2014,1270,366,80,63,32,191,904,86,226,304,288
Otsego,2015,1196,328,52,56,34,186,868,90,205,296,277
Putnam,1970,474,154,34,31,1,88,320,79,111,35,95
Putnam,1971,696,191,43,28,7,113,505,127,160,59,159
Putnam,1972,679,160,35,27,7,91,519,98,195,84,142
Putnam,1973,704,184,63,29,6,86,520,126,184,78,132
Putnam,1974,829,227,47,41,6,133,602,108,219,117,158
Putnam,1975,954,274,37,57,7,173,680,105,232,156,187
Putnam,1976,1218,281,59,59,10,153,937,151,314,226,246
Putnam,1977,1012,252,25,56,8,163,760,61,251,214,234
Putnam,1978,1014,214,16,49,10,139,800,22,319,250,209
